Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole
29,No,Travel_Rarely,Sales,20,2,Male,2,Sales Executive,Divorced,6931,No,14,3,10,3,2
25,No,Travel_Rarely,Research & Development,1,3,Female,2,Manufacturing Director,Married,4898,No,12,3,5,4,2
42,No,Travel_Rarely,Research & Development,2,3,Female,1,Laboratory Technician,Divorced,2593,Yes,11,3,10,9,6
40,No,Travel_Rarely,Research & Development,2,2,Male,5,Research Director,Divorced,19436,No,19,3,22,21,7
51,No,Travel_Rarely,Research & Development,1,3,Male,1,Research Scientist,Married,2723,No,11,3,1,1,0
31,Yes,Travel_Frequently,Research & Development,29,2,Male,1,Laboratory Technician,Single,3479,No,11,3,6,5,4
32,No,Travel_Frequently,Research & Development,7,3,Male,1,Laboratory Technician,Married,2794,No,20,4,5,5,1
38,No,Non-Travel,Sales,2,2,Male,2,Sales Executive,Married,5249,No,18,3,13,8,7
32,No,Travel_Rarely,Research & Development,2,1,Male,2,Laboratory Technician,Single,2176,No,13,3,9,6,2
46,No,Travel_Rarely,Sales,2,3,Female,4,Manager,Married,16872,Yes,12,3,28,7,7
28,Yes,Travel_Rarely,Research & Development,2,4,Male,1,Laboratory Technician,Single,3485,No,11,3,5,0,0
29,No,Travel_Rarely,Sales,2,3,Male,2,Sales Executive,Married,6644,No,19,3,10,0,0
31,No,Travel_Rarely,Research & Development,23,3,Male,2,Healthcare Representative,Married,5582,No,21,4,10,9,0
25,No,Non-Travel,Research & Development,5,2,Male,2,Healthcare Representative,Divorced,4000,No,12,3,6,6,3
45,No,Travel_Rarely,Research & Development,20,2,Male,4,Healthcare Representative,Married,13496,Yes,14,3,21,20,7
36,No,Travel_Rarely,Research & Development,6,3,Male,1,Laboratory Technician,Married,3210,No,11,3,16,15,13
55,No,Travel_Rarely,Research & Development,1,3,Male,5,Manager,Single,19045,Yes,14,3,37,36,10
47,Yes,Non-Travel,Research & Development,29,4,Male,3,Manager,Married,11849,Yes,12,3,10,10,7
28,No,Travel_Rarely,Research & Development,9,3,Male,1,Research Scientist,Married,2070,No,23,4,5,5,2
37,No,Travel_Rarely,Sales,6,4,Male,2,Sales Executive,Married,6502,No,14,3,7,5,4
21,No,Travel_Rarely,Research & Development,3,2,Male,1,Research Scientist,Single,3230,No,17,3,3,3,2
37,No,Non-Travel,Research & Development,1,4,Female,3,Research Director,Divorced,13603,Yes,18,3,15,5,2
35,No,Travel_Rarely,Research & Development,22,3,Female,3,Manager,Divorced,11996,No,18,3,10,7,7
38,No,Travel_Rarely,Sales,7,2,Female,2,Sales Executive,Divorced,5605,Yes,24,4,8,8,0
26,No,Travel_Frequently,Research & Development,1,3,Female,2,Manufacturing Director,Divorced,6397,No,20,4,6,6,5
50,No,Travel_Rarely,Research & Development,4,1,Male,5,Research Director,Divorced,19144,No,14,3,28,10,4
53,No,Travel_Rarely,Research & Development,3,4,Male,4,Research Director,Married,17584,Yes,16,3,21,5,3
42,No,Travel_Rarely,Sales,1,1,Male,2,Sales Executive,Married,4907,No,25,4,20,20,16
29,No,Travel_Frequently,Sales,2,2,Male,2,Sales Executive,Single,4554,No,18,3,10,10,7
55,No,Travel_Rarely,Research & Development,20,2,Male,2,Laboratory Technician,Married,5415,Yes,19,3,12,10,7
26,No,Travel_Frequently,Research & Development,11,2,Male,2,Healthcare Representative,Married,4741,Yes,13,3,5,5,3
37,No,Travel_Rarely,Research & Development,1,3,Female,1,Research Scientist,Single,2115,No,12,3,17,17,12
44,Yes,Travel_Frequently,Research & Development,24,3,Male,1,Laboratory Technician,Divorced,3161,Yes,22,4,19,1,0
38,No,Travel_Rarely,Research & Development,23,4,Male,2,Healthcare Representative,Divorced,5745,No,14,3,10,2,2
26,Yes,Travel_Rarely,Research & Development,16,4,Male,1,Laboratory Technician,Divorced,2373,Yes,13,3,5,3,2
28,No,Travel_Rarely,Research & Development,8,2,Female,1,Research Scientist,Single,3310,No,21,4,5,5,3
49,No,Travel_Frequently,Research & Development,10,4,Female,5,Research Director,Single,18665,Yes,11,3,22,3,2
36,No,Travel_Rarely,Research & Development,3,3,Male,2,Research Scientist,Single,4485,No,12,3,10,8,0
31,No,Travel_Frequently,Sales,5,3,Female,1,Sales Representative,Divorced,2789,No,11,3,2,2,2
26,Yes,Travel_Rarely,Sales,4,4,Male,2,Sales Executive,Single,5828,Yes,12,3,8,8,7
37,No,Travel_Frequently,Research & Development,9,3,Male,1,Research Scientist,Married,2326,Yes,12,3,4,4,2
42,No,Travel_Frequently,Sales,26,3,Female,4,Sales Executive,Married,13525,No,14,3,23,20,4
18,Yes,Travel_Rarely,Research & Development,3,3,Male,1,Laboratory Technician,Single,1420,No,13,3,0,0,0
35,No,Travel_Rarely,Sales,16,3,Male,3,Sales Executive,Married,8020,No,15,3,12,11,9
36,No,Travel_Frequently,Research & Development,18,4,Male,1,Laboratory Technician,Married,3688,No,18,3,4,1,0
51,No,Travel_Rarely,Research & Development,2,3,Male,2,Manufacturing Director,Divorced,5482,No,18,3,13,4,1
41,No,Travel_Rarely,Sales,2,4,Male,4,Manager,Single,16015,No,19,3,22,22,10
18,No,Travel_Rarely,Sales,10,3,Female,1,Sales Representative,Single,1200,No,12,3,0,0,0
28,No,Travel_Rarely,Research & Development,16,2,Male,2,Healthcare Representative,Single,5661,No,19,3,9,8,3
31,No,Travel_Rarely,Sales,7,3,Male,2,Sales Executive,Married,6929,No,11,3,10,8,7
39,No,Travel_Rarely,Research & Development,1,3,Male,3,Healthcare Representative,Divorced,9613,No,17,3,19,18,10
36,No,Non-Travel,Research & Development,24,4,Female,2,Laboratory Technician,Married,5674,No,15,3,11,9,8
32,No,Travel_Rarely,Sales,7,3,Male,2,Sales Executive,Married,5484,No,14,3,13,13,8
38,No,Travel_Rarely,Research & Development,25,2,Female,3,Research Director,Married,12061,No,17,3,19,10,8
58,No,Non-Travel,Research & Development,1,4,Male,2,Healthcare Representative,Divorced,5660,Yes,13,3,12,5,3
31,No,Travel_Rarely,Research & Development,5,4,Male,1,Research Scientist,Married,4821,Yes,12,3,6,5,2
31,No,Travel_Rarely,Human Resources,2,3,Male,2,Human Resources,Married,6410,No,12,3,9,2,2
45,No,Travel_Frequently,Research & Development,7,3,Male,3,Laboratory Technician,Divorced,5210,No,18,3,24,24,9
31,No,Travel_Rarely,Research & Development,2,4,Male,1,Research Scientist,Divorced,2695,Yes,18,3,3,2,2
33,No,Travel_Frequently,Research & Development,5,4,Female,3,Manager,Married,11878,No,11,3,12,10,6
39,No,Travel_Rarely,Research & Development,10,1,Male,4,Manager,Married,17068,Yes,14,3,21,21,9
43,No,Travel_Frequently,Research & Development,10,4,Female,1,Laboratory Technician,Single,2455,No,19,3,9,8,7
49,No,Travel_Rarely,Research & Development,1,2,Female,4,Healthcare Representative,Single,13964,Yes,12,3,25,7,1
52,Yes,Travel_Rarely,Research & Development,8,4,Male,2,Research Scientist,Married,4941,No,15,3,11,8,2
27,No,Travel_Rarely,Research & Development,5,3,Female,1,Research Scientist,Single,2478,Yes,12,3,4,4,3
32,No,Travel_Rarely,Sales,8,2,Female,2,Sales Executive,Married,5228,Yes,11,3,13,13,12
27,No,Travel_Rarely,Sales,2,3,Male,2,Sales Executive,Single,4478,Yes,11,3,5,5,4
31,No,Travel_Rarely,Sales,7,3,Male,2,Sales Executive,Divorced,7547,No,12,3,13,7,7
32,No,Travel_Rarely,Research & Development,2,4,Female,2,Research Scientist,Single,5055,No,16,3,10,7,7
28,Yes,Travel_Rarely,Research & Development,2,4,Male,1,Research Scientist,Married,3464,Yes,13,3,5,3,2
30,No,Travel_Rarely,Research & Development,28,2,Female,2,Research Scientist,Married,5775,No,13,3,11,10,8
31,No,Travel_Frequently,Research & Development,7,2,Female,3,Manufacturing Director,Married,8943,No,24,4,10,10,9
39,No,Travel_Frequently,Research & Development,7,2,Male,5,Manager,Married,19272,No,15,3,21,21,9
39,Yes,Travel_Rarely,Sales,3,2,Female,2,Sales Executive,Married,5238,Yes,18,3,12,1,0
33,No,Travel_Frequently,Sales,10,3,Male,2,Sales Executive,Single,4682,No,14,3,9,7,7
47,No,Travel_Rarely,Research & Development,5,5,Male,5,Research Director,Married,18300,No,11,3,21,3,2
43,No,Travel_Frequently,Research & Development,10,4,Female,2,Laboratory Technician,Divorced,5257,No,11,3,9,9,7
27,No,Non-Travel,Sales,1,1,Male,2,Sales Executive,Married,6349,Yes,13,3,6,5,4
54,No,Travel_Frequently,Research & Development,20,4,Female,2,Research Scientist,Single,4869,No,12,3,20,4,3
43,No,Travel_Rarely,Research & Development,7,3,Female,3,Healthcare Representative,Married,9985,No,16,3,10,1,0
45,No,Travel_Rarely,Research & Development,8,4,Male,2,Research Scientist,Married,3697,No,14,3,12,10,9
40,No,Travel_Rarely,Sales,1,2,Male,2,Sales Executive,Married,7457,Yes,22,4,6,4,3
29,Yes,Travel_Rarely,Research & Development,8,4,Male,1,Laboratory Technician,Married,2119,Yes,11,3,7,7,7
29,No,Travel_Rarely,Research & Development,9,5,Male,1,Laboratory Technician,Single,3983,No,17,3,4,3,2
30,No,Travel_Rarely,Sales,5,3,Female,2,Sales Executive,Divorced,6118,No,13,3,10,10,9
27,No,Travel_Rarely,Sales,8,4,Female,2,Sales Executive,Married,6214,No,18,3,8,8,7
37,No,Travel_Rarely,Research & Development,5,2,Male,2,Manufacturing Director,Divorced,6347,No,16,3,8,6,2
38,No,Travel_Rarely,Research & Development,15,2,Male,3,Research Director,Divorced,11510,Yes,14,3,12,11,10
31,No,Travel_Rarely,Research & Development,7,4,Female,3,Manufacturing Director,Single,7143,Yes,14,3,11,11,9
29,No,Travel_Rarely,Sales,10,1,Female,2,Sales Executive,Divorced,8268,Yes,14,3,7,7,7
35,No,Travel_Rarely,Research & Development,5,4,Male,3,Manufacturing Director,Single,8095,No,13,3,17,16,6
23,No,Travel_Rarely,Research & Development,26,1,Male,1,Research Scientist,Divorced,2904,No,12,3,4,4,2
41,No,Travel_Rarely,Research & Development,6,3,Male,2,Manufacturing Director,Single,6032,Yes,15,3,8,5,4
47,No,Travel_Frequently,Sales,4,1,Male,2,Sales Representative,Single,2976,No,19,3,5,0,0
42,No,Travel_Rarely,Research & Development,23,5,Female,4,Research Director,Single,15992,No,14,3,16,1,0
29,No,Non-Travel,Sales,2,3,Male,2,Sales Executive,Married,4649,No,14,3,4,4,3
42,No,Travel_Rarely,Human Resources,2,1,Male,1,Human Resources,Divorced,2696,Yes,11,3,4,3,2
32,No,Travel_Rarely,Research & Development,2,3,Female,1,Laboratory Technician,Married,2370,No,13,3,8,8,0
48,No,Travel_Rarely,Sales,29,1,Female,3,Manager,Married,12504,No,21,4,15,0,0
37,No,Travel_Rarely,Research & Development,6,3,Male,2,Research Scientist,Divorced,5974,Yes,13,3,13,7,7
30,No,Non-Travel,Sales,25,2,Female,2,Sales Executive,Married,4736,Yes,12,3,4,2,2
26,No,Travel_Rarely,Sales,1,3,Male,2,Sales Executive,Married,5296,No,17,3,8,8,7
42,No,Travel_Rarely,Research & Development,2,4,Male,2,Healthcare Representative,Single,6781,No,23,4,14,1,0
21,Yes,Travel_Frequently,Sales,1,1,Female,1,Sales Representative,Single,2174,Yes,11,3,3,3,2
36,No,Non-Travel,Sales,1,5,Female,2,Sales Executive,Single,6653,No,15,3,7,1,0
36,No,Travel_Frequently,Sales,3,4,Male,3,Sales Executive,Married,9699,No,11,3,16,13,9
57,No,Travel_Rarely,Research & Development,1,4,Male,2,Healthcare Representative,Married,6755,No,11,3,15,3,2
40,No,Travel_Rarely,Research & Development,10,4,Female,1,Laboratory Technician,Married,2213,Yes,13,3,10,7,7
21,No,Non-Travel,Sales,9,2,Male,1,Sales Representative,Single,2610,No,24,4,3,3,2
33,Yes,Travel_Rarely,Sales,5,3,Female,1,Sales Representative,Single,2851,Yes,13,3,1,1,0
37,No,Travel_Rarely,Research & Development,10,3,Female,1,Laboratory Technician,Married,3452,No,20,4,17,5,4
46,No,Non-Travel,Research & Development,7,4,Female,2,Manufacturing Director,Married,5258,No,14,3,7,1,0
41,Yes,Travel_Frequently,Sales,4,3,Male,2,Sales Executive,Single,9355,No,18,3,8,8,7
50,No,Travel_Rarely,Research & Development,10,3,Male,3,Healthcare Representative,Single,10496,No,15,3,20,4,3
40,Yes,Travel_Rarely,Sales,22,2,Male,2,Sales Executive,Married,6380,Yes,12,3,8,6,4
31,No,Travel_Rarely,Research & Development,9,4,Male,1,Research Scientist,Single,2657,Yes,16,3,3,2,2
21,Yes,Travel_Rarely,Sales,12,3,Female,1,Sales Representative,Single,2716,No,15,3,1,1,0
29,No,Travel_Rarely,Research & Development,23,3,Male,1,Research Scientist,Single,2201,No,16,3,6,3,2
35,No,Travel_Rarely,Research & Development,9,4,Male,2,Healthcare Representative,Single,6540,No,19,3,10,1,1
27,No,Travel_Rarely,Research & Development,1,2,Male,1,Laboratory Technician,Divorced,3816,No,11,3,5,5,2
28,No,Travel_Rarely,Sales,9,4,Male,2,Sales Executive,Single,5253,No,16,3,7,7,5
49,No,Travel_Rarely,Research & Development,7,3,Male,3,Healthcare Representative,Single,10965,No,24,4,26,5,2
51,No,Travel_Rarely,Sales,14,2,Female,2,Sales Executive,Married,4936,No,11,3,18,7,7
36,No,Travel_Rarely,Research & Development,2,3,Female,1,Research Scientist,Married,2543,No,13,3,6,2,2
34,Yes,Non-Travel,Sales,19,3,Male,2,Sales Executive,Single,5304,Yes,13,3,9,5,2
55,No,Travel_Rarely,Research & Development,2,3,Female,4,Manager,Single,16659,Yes,13,3,30,5,4
24,No,Travel_Rarely,Sales,10,4,Female,2,Sales Executive,Divorced,4260,Yes,12,3,5,5,2
30,No,Travel_Rarely,Sales,2,1,Male,1,Sales Representative,Married,2476,No,18,3,1,1,0
26,Yes,Travel_Frequently,Research & Development,3,1,Male,1,Research Scientist,Single,3102,No,22,4,7,6,4
22,No,Travel_Rarely,Research & Development,11,3,Female,1,Research Scientist,Married,2244,No,13,3,2,2,1
36,No,Travel_Rarely,Sales,2,2,Male,3,Sales Executive,Married,7596,No,13,3,10,10,9
30,Yes,Travel_Frequently,Research & Development,4,3,Male,1,Research Scientist,Single,2285,Yes,23,4,3,1,0
37,No,Travel_Rarely,Research & Development,14,3,Female,1,Laboratory Technician,Divorced,3034,No,12,3,18,18,7
40,No,Travel_Rarely,Sales,2,2,Female,2,Sales Executive,Divorced,5715,No,12,3,8,5,4
42,No,Travel_Rarely,Research & Development,1,4,Female,1,Laboratory Technician,Divorced,2576,No,16,3,8,5,2
37,No,Travel_Rarely,Research & Development,10,4,Male,2,Manufacturing Director,Single,4197,Yes,12,3,18,1,0
43,No,Travel_Rarely,Research & Development,12,3,Male,4,Research Director,Divorced,14336,No,11,3,25,25,10
40,No,Travel_Rarely,Research & Development,2,3,Female,2,Laboratory Technician,Married,3448,No,22,4,20,1,0
54,No,Travel_Rarely,Research & Development,5,2,Male,5,Research Director,Married,19406,No,11,3,24,4,2
34,No,Non-Travel,Sales,4,4,Female,2,Sales Executive,Married,6538,No,15,3,6,3,2
31,No,Travel_Rarely,Research & Development,7,2,Female,2,Manufacturing Director,Married,4306,No,12,3,13,13,10
43,No,Travel_Frequently,Research & Development,21,3,Male,1,Laboratory Technician,Married,2258,No,20,4,8,3,2
43,No,Travel_Rarely,Research & Development,8,4,Female,2,Healthcare Representative,Divorced,4522,Yes,14,3,8,5,2
25,No,Travel_Rarely,Sales,4,2,Female,2,Sales Executive,Single,4487,Yes,11,3,5,5,4
37,No,Non-Travel,Research & Development,25,5,Female,2,Research Scientist,Married,4449,Yes,15,3,15,13,11
31,No,Travel_Rarely,Research & Development,1,2,Male,1,Laboratory Technician,Married,2218,No,12,3,4,4,2
39,No,Travel_Frequently,Research & Development,1,1,Male,5,Manager,Divorced,19197,Yes,14,3,21,21,8
56,No,Travel_Frequently,Sales,6,3,Female,4,Sales Executive,Married,13212,No,11,3,36,7,7
30,No,Travel_Rarely,Sales,12,3,Female,2,Sales Executive,Single,6577,No,11,3,6,5,4
41,No,Travel_Rarely,Sales,1,3,Male,3,Sales Executive,Married,8392,No,16,3,10,10,7
28,No,Travel_Rarely,Research & Development,17,2,Male,2,Laboratory Technician,Divorced,4558,No,12,3,10,10,0
25,Yes,Travel_Rarely,Research & Development,3,3,Male,1,Laboratory Technician,Married,4031,No,13,3,6,2,2
52,No,Travel_Rarely,Research & Development,3,3,Male,3,Manufacturing Director,Married,7969,Yes,14,3,28,5,4
45,No,Travel_Rarely,Research & Development,10,2,Male,1,Research Scientist,Married,2654,No,21,4,8,2,2
52,No,Travel_Rarely,Research & Development,4,2,Female,4,Manager,Married,16555,No,13,3,31,5,2
42,No,Travel_Frequently,Research & Development,29,2,Female,2,Research Scientist,Divorced,4556,No,11,3,19,5,4
30,No,Travel_Rarely,Research & Development,2,3,Female,2,Manufacturing Director,Single,6091,No,20,4,11,5,4
60,No,Travel_Rarely,Research & Development,7,3,Female,5,Manager,Married,19566,No,11,3,33,29,8
46,No,Travel_Rarely,Research & Development,18,3,Female,2,Manufacturing Director,Divorced,4810,No,14,3,19,10,7
42,No,Travel_Frequently,Research & Development,28,4,Female,2,Healthcare Representative,Married,4523,No,11,3,7,6,5
24,Yes,Travel_Rarely,Sales,1,1,Female,1,Sales Representative,Single,3202,Yes,16,3,6,5,3
34,Yes,Travel_Frequently,Sales,6,2,Female,1,Sales Representative,Divorced,2351,No,16,3,3,2,2
38,No,Travel_Frequently,Research & Development,2,2,Male,1,Laboratory Technician,Married,1702,Yes,23,4,1,1,0
40,No,Travel_Rarely,Sales,2,4,Female,5,Manager,Married,18041,No,14,3,21,20,15
26,No,Travel_Rarely,Research & Development,23,3,Female,1,Research Scientist,Divorced,2886,No,22,4,3,3,2
30,No,Non-Travel,Research & Development,3,3,Male,1,Laboratory Technician,Married,2097,No,15,3,9,5,3
29,No,Travel_Rarely,Research & Development,3,4,Male,3,Research Director,Married,11935,No,18,3,10,10,2
29,Yes,Travel_Rarely,Research & Development,25,5,Female,1,Research Scientist,Married,2546,No,16,3,6,2,2
19,Yes,Travel_Rarely,Human Resources,2,2,Male,1,Human Resources,Single,2564,No,12,3,1,1,0
30,No,Non-Travel,Sales,22,4,Female,3,Sales Executive,Married,8412,No,11,3,10,9,8
57,No,Travel_Rarely,Sales,29,3,Male,4,Manager,Divorced,14118,No,12,3,32,1,0
50,No,Travel_Rarely,Research & Development,29,4,Male,4,Manager,Married,17046,No,15,3,28,27,10
30,No,Non-Travel,Research & Development,2,3,Female,1,Laboratory Technician,Single,2564,No,14,3,12,11,7
60,No,Travel_Frequently,Sales,28,3,Female,3,Sales Executive,Married,10266,No,19,3,22,18,13
47,No,Travel_Rarely,Research & Development,2,2,Female,2,Manufacturing Director,Divorced,5070,No,13,3,20,5,0
46,No,Travel_Rarely,Research & Development,2,3,Male,4,Research Director,Married,17861,No,13,3,26,3,2
35,No,Travel_Rarely,Research & Development,22,3,Male,1,Laboratory Technician,Single,4230,No,15,3,6,5,4
54,No,Travel_Rarely,Research & Development,8,4,Female,2,Laboratory Technician,Single,3780,No,11,3,19,1,0
34,No,Travel_Rarely,Research & Development,2,4,Male,1,Research Scientist,Divorced,2768,No,12,3,14,7,3
46,No,Travel_Rarely,Sales,10,3,Female,3,Sales Executive,Married,9071,Yes,19,3,15,3,2
31,No,Travel_Rarely,Research & Development,9,1,Male,3,Manufacturing Director,Divorced,10648,No,25,4,13,13,8
33,Yes,Travel_Rarely,Research & Development,15,1,Male,3,Manager,Married,13610,Yes,12,3,15,7,6
33,Yes,Travel_Rarely,Research & Development,10,1,Male,1,Laboratory Technician,Divorced,3408,No,13,3,8,4,3
30,No,Travel_Rarely,Sales,7,1,Male,1,Sales Representative,Single,2983,No,14,3,4,3,2
35,No,Travel_Rarely,Research & Development,16,3,Male,3,Healthcare Representative,Married,7632,Yes,12,3,10,8,7
31,Yes,Travel_Frequently,Research & Development,20,3,Male,3,Healthcare Representative,Married,9824,No,12,3,12,1,0
34,Yes,Travel_Frequently,Human Resources,23,3,Female,3,Human Resources,Divorced,9950,Yes,15,3,11,3,2
42,No,Travel_Frequently,Research & Development,5,2,Male,1,Laboratory Technician,Married,2093,No,17,3,8,2,2
36,No,Non-Travel,Sales,10,4,Male,3,Sales Executive,Single,9980,No,14,3,10,10,3
22,Yes,Travel_Frequently,Research & Development,4,1,Male,1,Laboratory Technician,Single,3894,No,16,3,4,2,2
48,No,Travel_Rarely,Sales,2,5,Female,2,Sales Executive,Married,4051,No,14,3,14,9,7
55,No,Travel_Rarely,Sales,18,5,Female,4,Manager,Single,16835,No,23,4,37,10,9
41,No,Non-Travel,Sales,10,2,Male,2,Sales Executive,Single,6230,No,14,3,16,14,3
35,No,Travel_Rarely,Sales,1,3,Male,2,Sales Executive,Married,4717,No,11,3,15,11,9
40,No,Travel_Rarely,Research & Development,6,3,Female,4,Manufacturing Director,Single,13237,No,15,3,22,20,6
39,No,Travel_Frequently,Research & Development,8,1,Female,1,Laboratory Technician,Married,3755,No,11,3,8,8,3
31,No,Travel_Rarely,Sales,2,1,Male,2,Sales Executive,Single,6582,Yes,13,3,10,6,5
42,No,Travel_Rarely,Research & Development,24,3,Male,3,Manufacturing Director,Married,7406,Yes,21,4,10,10,9
45,No,Travel_Rarely,Sales,2,3,Male,2,Sales Executive,Married,4805,No,19,3,9,8,7
26,Yes,Travel_Frequently,Human Resources,17,4,Female,1,Human Resources,Divorced,2741,Yes,11,3,8,7,7
29,No,Travel_Rarely,Research & Development,19,3,Male,2,Manufacturing Director,Divorced,4262,No,12,3,8,3,2
33,No,Travel_Rarely,Research & Development,1,5,Female,4,Research Director,Divorced,16184,No,19,3,10,6,1
31,No,Travel_Rarely,Sales,7,3,Male,3,Manager,Divorced,11557,No,21,4,10,5,4
18,Yes,Travel_Frequently,Sales,5,3,Male,1,Sales Representative,Single,1878,Yes,14,3,0,0,0
40,No,Non-Travel,Sales,28,3,Male,3,Sales Executive,Divorced,10932,No,15,3,20,1,0
41,No,Non-Travel,Research & Development,2,4,Female,2,Healthcare Representative,Single,6811,Yes,17,3,10,8,7
26,No,Travel_Rarely,Sales,29,2,Male,2,Sales Executive,Divorced,4306,No,12,3,8,0,0
35,No,Travel_Rarely,Sales,1,3,Female,2,Sales Executive,Single,4859,No,16,3,5,5,4
34,No,Travel_Rarely,Sales,21,4,Male,2,Sales Executive,Single,5337,No,12,3,10,10,7
26,Yes,Travel_Rarely,Research & Development,24,3,Male,1,Laboratory Technician,Single,2340,Yes,18,3,1,1,0
37,No,Travel_Rarely,Research & Development,1,3,Female,3,Manufacturing Director,Single,7491,No,17,3,12,6,5
46,No,Travel_Frequently,Research & Development,18,1,Female,3,Healthcare Representative,Married,10527,No,11,3,28,2,2
41,No,Travel_Rarely,Sales,2,5,Female,4,Manager,Married,16595,No,16,3,22,18,16
37,No,Non-Travel,Sales,9,4,Male,3,Sales Executive,Divorced,8834,No,13,3,9,9,5
52,No,Travel_Rarely,Research & Development,6,2,Male,2,Research Scientist,Divorced,5577,Yes,12,3,18,10,9
32,Yes,Non-Travel,Sales,11,4,Male,2,Sales Executive,Married,4707,No,12,3,6,4,2
24,No,Travel_Frequently,Sales,24,3,Male,1,Sales Representative,Married,2400,No,13,3,3,2,2
38,No,Travel_Rarely,Research & Development,10,3,Female,2,Healthcare Representative,Married,9824,No,19,3,18,1,0
37,No,Travel_Rarely,Research & Development,1,4,Female,2,Manufacturing Director,Married,6447,No,12,3,8,6,5
49,No,Travel_Rarely,Research & Development,18,4,Male,5,Research Director,Divorced,19502,Yes,17,3,31,31,9
24,No,Travel_Rarely,Research & Development,23,3,Male,1,Research Scientist,Married,2725,Yes,11,3,6,6,5
26,No,Travel_Rarely,Sales,28,2,Male,2,Sales Executive,Married,6272,No,20,4,6,5,3
24,No,Travel_Rarely,Research & Development,17,2,Male,1,Laboratory Technician,Married,2127,No,21,4,1,1,0
50,No,Travel_Frequently,Human Resources,3,3,Male,5,Manager,Married,18200,No,11,3,32,32,5
25,No,Travel_Rarely,Sales,13,1,Male,1,Sales Representative,Married,2096,No,11,3,7,7,4
24,Yes,Travel_Frequently,Research & Development,7,3,Female,1,Laboratory Technician,Married,2886,Yes,16,3,6,6,3
30,Yes,Travel_Frequently,Sales,12,4,Male,1,Sales Representative,Married,2033,No,18,3,1,1,0
34,No,Travel_Rarely,Research & Development,1,2,Male,1,Research Scientist,Married,3622,Yes,13,3,6,6,5
31,Yes,Travel_Rarely,Sales,13,4,Male,2,Sales Executive,Divorced,4233,No,17,3,9,3,1
35,No,Travel_Rarely,Research & Development,25,2,Male,2,Laboratory Technician,Single,3681,No,14,3,9,3,2
31,No,Travel_Rarely,Sales,6,4,Male,2,Sales Executive,Divorced,5460,No,22,4,13,7,7
27,No,Travel_Rarely,Research & Development,6,4,Female,1,Research Scientist,Divorced,2187,No,12,3,6,5,3
37,No,Travel_Rarely,Sales,2,3,Male,2,Sales Executive,Married,9602,Yes,11,3,17,3,0
20,No,Travel_Rarely,Research & Development,1,3,Female,1,Research Scientist,Single,2836,No,13,3,1,1,0
42,No,Travel_Rarely,Research & Development,2,4,Female,2,Healthcare Representative,Married,4089,No,13,3,10,10,2
43,No,Travel_Rarely,Research & Development,6,4,Male,4,Research Director,Divorced,16627,Yes,14,3,21,1,0
38,No,Travel_Rarely,Research & Development,1,1,Female,1,Research Scientist,Single,2619,No,17,3,8,0,0
43,No,Travel_Frequently,Research & Development,9,5,Male,2,Laboratory Technician,Divorced,5679,Yes,13,3,10,8,7
48,No,Travel_Rarely,Research & Development,1,4,Female,4,Manager,Married,15402,No,11,3,21,3,2
44,No,Travel_Rarely,Human Resources,1,4,Female,2,Human Resources,Single,5985,No,11,3,10,2,2
34,No,Travel_Rarely,Sales,14,3,Female,1,Sales Representative,Divorced,2579,Yes,18,3,8,8,2
27,Yes,Travel_Rarely,Sales,2,1,Male,1,Sales Representative,Divorced,3041,No,11,3,5,4,3
21,No,Travel_Rarely,Sales,22,1,Male,1,Sales Representative,Single,3447,No,11,3,3,3,2
44,No,Travel_Rarely,Research & Development,3,4,Male,5,Manager,Married,19513,Yes,12,3,26,2,2
22,No,Travel_Rarely,Research & Development,6,1,Male,1,Research Scientist,Married,2773,No,20,4,3,2,2
33,No,Travel_Rarely,Sales,8,4,Male,2,Sales Executive,Divorced,7104,No,12,3,6,5,0
32,No,Travel_Rarely,Research & Development,9,4,Female,2,Research Scientist,Married,6322,Yes,12,3,6,6,4
30,No,Travel_Frequently,Research & Development,3,3,Female,1,Research Scientist,Divorced,2083,No,20,4,1,1,0
53,No,Travel_Rarely,Sales,1,1,Female,2,Sales Executive,Single,8381,No,20,4,18,14,7
34,No,Travel_Rarely,Research & Development,1,5,Male,1,Research Scientist,Married,2691,No,12,3,10,10,9
45,Yes,Travel_Frequently,Sales,26,4,Female,2,Sales Executive,Married,4286,No,14,3,5,1,1
26,No,Travel_Rarely,Research & Development,6,3,Female,1,Laboratory Technician,Married,2659,Yes,13,3,3,3,2
37,No,Travel_Rarely,Research & Development,3,3,Male,3,Manufacturing Director,Married,9434,No,15,3,10,10,7
29,No,Travel_Rarely,Sales,3,2,Female,2,Sales Executive,Married,5561,No,14,3,6,6,0
35,No,Travel_Rarely,Research & Development,6,4,Male,2,Research Scientist,Single,6646,No,13,3,17,17,11
33,No,Travel_Frequently,Research & Development,6,3,Male,2,Healthcare Representative,Divorced,7725,No,23,4,15,13,11
54,No,Travel_Rarely,Human Resources,19,4,Male,3,Human Resources,Married,10725,No,15,3,16,9,7
36,No,Travel_Rarely,Research & Development,9,2,Male,2,Manufacturing Director,Divorced,8847,Yes,11,3,13,3,2
